name,house_resources,sales_count,activity_rate,property_rate,education_rate,plate_rate,search_rate,raise_rate1,raise_rate2,house_count,struct_type,green_rate,volume_rate,admin_money,property_type,build_area,build_count,water,warm,electric,gas,safe,clean,elevator,park,communicate,bus,subway,kindergarten,school,university,mall,hospital,postoffice,bank,else,innersupport,rate_score
三鑫君悦丽景,5.0,6.0,2.5,5.0,7.5,7.5,5.868,1.318,1.016,489户,塔楼,7.2,2.75,1.10元/平米·月,住宅,70000平方米,6栋,杭州市水业集团有限公司,无,国家电网,管道煤气,电子监控,卫生费、垃圾费,1,地上200个车位,智能化布线入户,3.0,1.0,2.0,4.0,1.0,0,1.0,1.0,3.0,5.0,1.0,170.988
柳浪阁,0.0,0.0,5.0,5.0,5.0,10.0,0.0,1.247,0.956,481户,板楼,5.0,2.50,0.50元/平米·月,住宅,22555平方米,4栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,地面停车位、150个,移动、联通、电信等,8.0,1.0,3.0,2.0,1.0,0,2.0,1.0,3.0,1.0,1.0,170.81
和昌府,0.0,0.0,2.5,5.0,5.0,10.0,5.612,1.063,1.448,0,板塔结合,6.0,2.20,2.98元/,住宅,124659平方米,0,0,0,0,0,0,0,0,942个,0,1.0,0.0,1.0,2.0,0.0,0,5.0,1.0,6.0,7.0,1.0,170.462
和达城,0.0,0.0,0.0,0.0,0.0,0.0,8.682,1.204,1.115,1270户,塔楼,6.0,3.30,1.45元/平方米·月,住宅,16086平方米,7栋,市政供水,自供暖,市政供电,燃气,电子监控,垃圾清运,1,机动车,移动网络入户,1.0,1.0,2.0,6.0,1.0,0,1.0,1.0,6.0,3.0,2.0,170.447
方圆府,0.0,0.0,5.0,5.0,7.5,10.0,8.184,1.137,0.985,1050户,塔楼,5.6,2.69,2.25元/平米·月,住宅,143000平方米,9栋,市政供水,无供暖,市政供电,天然气,电子监控,专职保洁人员,1,约500个,宽带入户,0.0,1.0,2.0,3.0,1.0,0,3.0,1.0,7.0,1.0,1.0,170.429
下羊线弄,1.0,3.0,2.5,2.5,5.0,10.0,3.422,1.565,1.006,200户,板楼,5.0,2.00,0,住宅,0,9栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,地面停车位、地下停车位,移动、联通、电信等,4.0,1.0,2.0,5.0,2.0,0,1.0,1.0,2.0,1.0,1.0,170.162
通策和睦院,3.0,2.0,2.5,2.5,7.5,10.0,3.866,0.953,1.069,971户,板楼,6.0,3.50,0.50元/平米·月,住宅,106000平方米,15栋,市政供水,自供暖,市政供电,管道燃气、罐装煤气,小区安保,0,1,270个车位,移动、联通、电信等,7.0,1.0,2.0,2.0,1.0,0,3.0,1.0,4.0,1.0,1.0,169.931
耀江福村,7.0,2.0,0.0,0.0,0.0,0.0,6.39,1.133,1.062,548户,板楼,5.2,0.45,0.35元/平米·月,住宅,112000平方米,10栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道然气、2.4元/立方,值班保安,垃圾清运,0,有地上停车位和停车库,宽带入户,4.0,1.0,4.0,4.0,1.0,0,2.0,1.0,4.0,2.0,1.0,169.85
袁井巷,0.0,0.0,5.0,5.0,5.0,10.0,1.568,1.234,0.996,476户,板楼,6.0,1.80,0.50元/平米·月,住宅,8000平方米,8栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,约240个,移动、联通、电信等,7.0,1.0,2.0,3.0,2.0,0,2.0,1.0,2.0,1.0,1.0,169.848
四季华庭,12.0,0.0,2.5,7.5,5.0,7.5,7.388,1.127,1.044,1864户,板塔结合,6.0,2.80,2.80元/平米·月,住宅,250000平方米,14栋,市供水,自供暖,国家电网,天燃气,小区保安,卫生费,1,1499个,移动、联通,7.0,0.0,2.0,4.0,1.0,0,1.0,1.0,2.0,2.0,1.0,169.818
五堡一区,0.0,0.0,5.0,5.0,5.0,10.0,9.434,2.042,1.13,74户,板楼,6.0,0,0,住宅,0,74栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,有地面停车位,移动、联通、电信等,7.0,1.0,2.0,2.0,1.0,0,1.0,1.0,2.0,1.0,1.0,169.804
今日嘉园,13.0,3.0,5.0,5.0,5.0,10.0,7.27,1.153,1.119,365户,板楼,6.0,2.20,1.90元/平米·月,住宅,36000平方米,6栋,自来水,自供暖,一户一表,管道燃气,电子监控,协友口腔医院,1,有187个停车位,电信、移动、联通等设备,6.0,1.0,1.0,2.0,6.0,0,4.0,1.0,1.0,1.0,1.0,169.585
教工路95号,2.0,18.0,2.5,5.0,5.0,7.5,4.854,2.36,1.142,60户,板楼,2.0,0,0,住宅,0,1栋,杭州水业集团,自供暖,国家电网,罐装煤气 管道燃气,小区安全执勤点,50元/月卫生费,0,地面停车位,中国移动、中国联通、中国电信,0.0,0.0,2.0,5.0,3.0,0,2.0,1.0,4.0,1.0,1.0,169.584
保俶小区,3.0,3.0,2.5,5.0,5.0,7.5,3.136,1.294,1.033,240户,塔楼,5.0,2.30,0.50元/平米·月,住宅,0,7栋,杭州市水业集团有限公司,无,一户一表,管道燃气 罐装燃气,0,卫生费、垃圾费,0,有地面停车位和地下车库,移动、联通、电信等,3.0,0.0,2.0,2.0,1.0,0,4.0,1.0,7.0,5.0,1.0,169.571
将军路小区,0.0,0.0,5.0,5.0,10.0,10.0,0.0,1.484,1.046,24户,板楼,4.0,0,0.50元/平米·月,住宅,0,2栋,杭州市水业集团有限公司,自供暖,国家电网,管道燃气、罐装煤气,小区保安,垃圾清运,0,地面停车位,宽带入户,4.0,0.0,2.0,4.0,1.0,0,2.0,1.0,3.0,2.0,1.0,169.53
韩家弄,0.0,0.0,0.0,0.0,0.0,0.0,5.746,1.482,1.054,446户,塔楼,2.0,1.60,0,住宅,21000平方米,26栋,市供水,无供暖,民用供电,管道燃气、罐装煤气,单元门锁,地面清扫,0,50,电信、移动、联通等设备,0.0,0.0,1.0,8.0,1.0,0,5.0,1.0,1.0,1.0,0.0,169.376
陆家河头小区,0.0,0.0,5.0,5.0,7.5,10.0,6.5,1.598,0.879,438户,板塔结合,4.2,20.00,0.50元/平米·月,住宅,450平方米,8栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,200个,移动、联通、电信等,6.0,1.0,1.0,3.0,2.0,0,2.0,1.0,2.0,3.0,1.0,169.365
蚕花园永和坊,0.0,0.0,5.0,2.5,7.5,10.0,3.422,1.117,0.971,950户,塔楼,6.0,1.70,0.35元/平米·月,住宅,100000平方米,15栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,小区保安,卫生费、垃圾费,0,有地上停车位,移动宽带等,6.0,0.0,2.0,4.0,2.0,0,1.0,1.0,3.0,3.0,1.0,169.157
新东方大厦,2.0,0.0,2.5,5.0,5.0,10.0,3.286,2.636,0.998,328户,塔楼,9.0,4.40,3.50元/平米·月,住宅,9000平方米,2栋,杭州市水业集团有限公司,自供暖,杭州市电力局,无燃气,值班保安,垃圾清运,1,300个,移动、联通、电信等,5.0,0.0,1.0,3.0,1.0,0,3.0,1.0,2.0,1.0,1.0,169.116
三墩颐景园,17.0,1.0,5.0,5.0,5.0,7.5,8.022,0.993,1.268,925户,板塔结合,6.62,1.80,1.50元/平米·月,住宅,122375平方米,27栋,城市自来水,自供暖,10KV高压电网,管道天然气,值班保安,垃圾清运,1,727个,移动、联通、电信等,6.0,0.0,1.0,4.0,1.0,0,2.0,1.0,3.0,1.0,1.0,169.092
大关南七苑,10.0,4.0,5.0,5.0,5.0,10.0,8.14,1.053,1.147,750户,板楼,8.2,1.70,2.40元/平米·月,住宅,354000平方米,17栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气、2.4元/立方,单元门锁,卫生费、垃圾费,0,2户1个停车位,移动宽带入户、按套餐收费,8.0,1.0,2.0,2.0,3.0,0,1.0,1.0,2.0,2.0,1.0,169.075
横河新村,0.0,0.0,2.5,5.0,5.0,7.5,2.968,1.657,1.166,424户,板楼,7.0,3.20,0.50元/平米·月,住宅,0,4栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道煤气、罐装煤气,单元门锁,卫生费、垃圾费,0,车位数,移动、联通、电信等,8.0,1.0,2.0,2.0,1.0,0,2.0,1.0,2.0,2.0,1.0,169.028
体育场路176号,0.0,0.0,2.5,2.5,5.0,10.0,8.238,1.186,1.124,190户,板楼,2.0,0,0,住宅,0,3栋,市供水,自供暖,市供电,市供电,值班保安,垃圾清运,0,0,移动、联通、电信等,5.0,1.0,2.0,3.0,1.0,0,2.0,1.0,5.0,1.0,1.0,168.958
金色钱塘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069,0.948,1870户,板楼,4.0,2.15,1.10元/平米·月,住宅,220000平方米,22栋,杭州萧山供水有限公司,自供暖,萧山供电局,管道天然气,金帝物业,卫生费、垃圾费,1,约1994个,移动宽带等,4.0,1.0,5.0,4.0,1.0,0,1.0,3.0,2.0,7.0,1.0,168.91
五福新村,0.0,0.0,5.0,2.5,5.0,10.0,8.016,1.241,1.13,876户,板楼,6.0,1.40,0,住宅,0,22栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,单元门锁,卫生费、垃圾费,0,地面停车位,移动、联通、电信等,5.0,1.0,2.0,3.0,1.0,0,2.0,1.0,2.0,2.0,1.0,168.876
积善坊巷,6.0,9.0,2.5,7.5,5.0,10.0,0.0,1.523,1.04,441户,板楼,6.0,1.60,0.50元/平米·月,住宅,0,9栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,300个,移动、联通、电信等,4.0,1.0,2.0,3.0,2.0,0,3.0,2.0,2.0,1.0,1.0,168.83
恒丰坊,0.0,0.0,5.0,5.0,7.5,10.0,0.99,0.989,1.427,217户,塔楼,7.0,1.70,0.35元/平米·月,住宅,112000平方米,6栋,市供水,无,市政供电,管道燃气,电子监控,垃圾清运,0,地面停车位,移动、联通、电信等,3.0,1.0,2.0,3.0,1.0,0,3.0,2.0,2.0,1.0,1.0,168.785
金达苑,2.0,0.0,2.5,7.5,5.0,10.0,3.546,1.835,0.977,0,板楼,6.0,2.80,2.00元/平米·月,住宅,20000平方米,0,杭州市水业集团有限公司,自供暖,杭州市电力局,管道煤气,电子监控,卫生费、垃圾费,1,50个车位,智能化布线入户,7.0,1.0,1.0,3.0,2.0,0,2.0,2.0,1.0,1.0,1.0,168.551
官河锦庭,15.0,3.0,5.0,10.0,5.0,7.5,8.808,1.203,1.072,1525户,塔楼,6.0,2.40,2.80元/平米·月,住宅,190000平方米,6栋,市政供水,自供暖,市政供电,管道天然气,电子监控、小区安保,垃圾清远费,1,约1200多个,移动网络覆盖,1.0,0.0,2.0,3.0,3.0,0,5.0,1.0,1.0,1.0,1.0,168.418
万新大厦,0.0,0.0,2.5,7.5,5.0,10.0,0.0,1.059,0.92,606户,塔楼,5.0200000000000005,4.63,3.00元/平米·月,住宅,76000平方米,4栋,杭州市水业集团有限公司,自供暖,国家电网,管道煤气,电子监控,卫生费、垃圾费,1,地下停车库,智能化布线入户,10.0,1.0,2.0,2.0,2.0,0,2.0,1.0,2.0,2.0,1.0,168.41
茶叶弄,0.0,0.0,2.5,2.5,5.0,7.5,0.0,1.908,1.52,77户,板楼,1.0,1.80,0.50元/平米·月,住宅,0,1栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,值班保安,垃圾清运,0,10个停车位,移动、联通、电信等,6.0,1.0,2.0,4.0,1.0,0,1.0,1.0,2.0,1.0,1.0,168.38
亲亲家园一期,9.0,4.0,0.0,0.0,0.0,0.0,5.936,1.354,0.859,2897户,板楼,7.0,1.20,1.20元/平米·月,住宅,140000平方米,52栋,杭州市水业集团有限公司、民用、1.85元/吨,空调,杭州市电力局、民用、峰谷电 5毛,管道天然气,小区保安,保洁人员,0,540个停车位,宽带入户,11.0,1.0,1.0,3.0,1.0,0,3.0,1.0,2.0,2.0,2.0,168.361
世纪坊,30.0,32.0,5.0,5.0,5.0,7.5,0.0,1.117,0.977,749户,塔楼,7.0,2.50,0.35元/平米·月,住宅,160000平方米,16栋,市政供水,自供暖,市政供电,管道燃气,值班保安,垃圾清运,0,车位比较紧张,电信、移动、联通等,6.0,1.0,3.0,2.0,1.0,0,3.0,1.0,3.0,1.0,1.0,168.325
世茂江滨花园,0.0,0.0,0.0,0.0,0.0,0.0,6.104,1.589,0.872,8052户,塔楼,8.059999999999999,2.18,1.44元/平米·月,住宅,720000平方米,99栋,自来水,空调热水器,峰谷电,天燃气,物业管理严格24小时小区保安巡逻刷卡入户,24小时清理楼道卫生小区环境优美,1,地上119个、地下801个,移动营业厅电信营业厅联通营业厅宽带光纤入,0.0,0.0,3.0,3.0,9.0,0,4.0,2.0,5.0,6.0,1.0,168.134
圣奥领寓,0.0,0.0,5.0,7.5,5.0,7.5,8.906,1.162,0.972,741户,塔楼,6.0,2.50,1.44元/平米·月,住宅,110000平方米,6栋,市供水,无,市供电,天然气,电子监控、高级防盗门,保洁人员,1,车位配比1,宽带入户,0.0,0.0,3.0,3.0,3.0,0,2.0,1.0,6.0,4.0,1.0,168.106
中尚橄榄树花园,0.0,0.0,2.5,5.0,5.0,7.5,6.002,1.362,1.08,1732户,板楼,7.18,1.55,0.80元/平米·月,住宅,200000平方米,42栋,杭州市水业集团有限公司,自供暖,国家电网,管道煤气,电子监控,卫生费、垃圾费,1,地下停车位500个,智能化布线入户,5.0,0.0,1.0,2.0,2.0,0,2.0,1.0,6.0,3.0,5.0,168.002
天阳文晖,0.0,27.0,5.0,7.5,5.0,10.0,0.0,1.557,0.99,589户,板塔结合,6.0,1.90,1.68元/,住宅,60000平方米,7栋,0,0,0,0,0,0,0,共500余个停车位,0,0.0,0.0,1.0,3.0,0.0,0,5.0,1.0,9.0,1.0,0.0,167.92
广福路小区,0.0,0.0,5.0,5.0,7.5,10.0,0.0,1.275,1.052,300户,板楼,1.6,1.60,0,住宅,0,10栋,自来水,自供暖,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,1,有地上停车位,电信、移动、联通等设备,1.0,1.0,3.0,4.0,1.0,0,3.0,1.0,2.0,1.0,1.0,167.63
都市水乡水映苑,7.0,15.0,5.0,7.5,5.0,10.0,0.0,1.174,0.957,1588户,塔楼,5.0,2.10,0.80元/平米·月,住宅,260000平方米,46栋,3元/m3,自供暖,峰谷电,管道煤气,0,0,1,1800个,电信、移动、联通,11.0,0.0,2.0,3.0,2.0,0,1.0,1.0,1.0,1.0,1.0,167.595
凤山花苑,0.0,0.0,2.5,7.5,5.0,7.5,6.438,1.063,0.997,394户,塔楼,4.0,1.00,1.10元/平米·月,住宅,0,7栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,1,有地下停车位,移动、联通、电信等,8.0,0.0,2.0,3.0,2.0,0,2.0,1.0,2.0,2.0,1.0,167.523
中梁百悦城,6.0,3.0,2.5,5.0,5.0,7.5,5.496,1.381,1.07,1414户,板塔结合,6.16,2.50,1.68元/,住宅,213161平方米,35栋,0,0,0,0,0,0,0,二期地下车位491个,0,0.0,0.0,0.0,5.0,0.0,0,5.0,0.0,6.0,0.0,1.0,167.516
亚洲城花园西区,9.0,0.0,5.0,7.5,5.0,10.0,5.64,1.346,1.002,638户,板塔结合,6.8,1.60,0.70元/平米·月,住宅,12000平方米,7栋,市供水,自供暖,市政供电,无燃气,值班保安,垃圾清运,0,地面租车100元/月,移动、联通、电信等,3.0,1.0,1.0,3.0,1.0,0,2.0,1.0,1.0,2.0,6.0,167.43
南岸花城别墅,0.0,0.0,2.5,7.5,5.0,10.0,4.806,1.274,1.092,925户,联排,8.32,0.80,1.60元/平米·月,别墅,340000平方米,191栋,0,0,0,0,0,0,0,车位总数,0,0.0,0.0,2.0,4.0,2.0,0,2.0,3.0,1.0,8.0,1.0,167.246
金帝海珀,0.0,0.0,0.0,0.0,0.0,0.0,8.238,1.536,0.992,3333户,板楼,6.6,2.40,1.60元/平方米·月,住宅,460000平方米,23栋,市供水,无,市供电,天然气,电子监控,保洁人员,1,共2897个,宽带入户,0.0,0.0,2.0,6.0,3.0,0,3.0,1.0,5.0,1.0,1.0,167.078
翠苑逸景湾,6.0,12.0,5.0,7.5,5.0,10.0,7.356,1.117,1.068,597户,板楼,6.8,1.50,1.20元/平米·月,住宅,26100平方米,5栋,杭州市水业集团有限公司,自供暖,国家电网,管道燃气,小区保安,卫生费、垃圾费,1,300个停车位,电信,6.0,1.0,2.0,2.0,1.0,0,2.0,1.0,3.0,1.0,1.0,166.846
开元加州阳光,4.0,24.0,2.5,7.5,5.0,10.0,6.722,1.113,0.932,3090户,塔楼,8.0,2.60,1.80元/平米·月,住宅,130000平方米,17栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,单元门锁,卫生费、垃圾费,1,312个,移动、联通、电信等,2.0,1.0,4.0,3.0,1.0,0,2.0,1.0,1.0,1.0,1.0,166.832
丽晶湾,5.0,28.0,2.5,5.0,10.0,7.5,5.958,1.066,1.146,660户,塔楼,6.0,2.50,1.75元/平米·月,住宅,100000平方米,6栋,市政供水,自供暖,市政供电,管道燃气,监控、保安,小区物业,1,600个地下车位,电信、移动、联通等设备,0.0,0.0,1.0,3.0,3.0,0,6.0,1.0,4.0,1.0,1.0,166.808
采荷紫藕,0.0,0.0,0.0,0.0,0.0,0.0,7.658,1.223,1.061,386户,板塔结合,7.0,2.60,0.90元/平米·月,住宅,25200平方米,12栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,值班保安,卫生费、垃圾费,0,100个停车位,移动宽带等,5.0,0.0,3.0,5.0,1.0,0,2.0,2.0,2.0,1.0,1.0,166.803
现代名苑,39.0,11.0,5.0,10.0,5.0,7.5,9.382,0.929,1.036,1239户,板楼,7.0,3.10,1.40元/平米·月,住宅,166667平方米,9栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,值班保安,卫生费、垃圾费,1,地上车位300个,移动宽带等,5.0,1.0,2.0,3.0,1.0,0,1.0,1.0,2.0,3.0,1.0,166.712
冯山人巷,0.0,0.0,2.5,5.0,5.0,7.5,1.568,1.869,0.895,96户,板楼,7.0,0,0.50元/平米·月,住宅,0,2栋,市供水,自供暖,市供电,管道燃气 罐装燃气,值班保安,垃圾清运,0,地面停车位,电信,5.0,1.0,2.0,3.0,2.0,0,2.0,2.0,2.0,2.0,1.0,166.683
银爵世纪公寓,17.0,7.0,0.0,0.0,0.0,0.0,0.0,1.074,0.984,681户,塔楼,6.13,2.20,1.44元/平米·月,住宅,83514平方米,4栋,小区加压供水,自供暖,直供,直供,值班保安,垃圾清运,1,487个车位,移动、联通、电信等,8.0,1.0,3.0,3.0,2.0,0,3.0,1.0,2.0,4.0,1.0,166.63
翠苑东二区,11.0,9.0,5.0,5.0,7.5,10.0,6.656,1.202,1.092,336户,板楼,7.0,1.80,1.00元/平米·月,住宅,112000平方米,8栋,自来水,无,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,0,地上停车位,电信、移动、联通等设备,5.0,1.0,2.0,3.0,1.0,0,1.0,1.0,2.0,1.0,2.0,166.556
尚筑金座,0.0,0.0,2.5,5.0,5.0,10.0,0.0,1.003,0.934,399户,板塔结合,4.0,5.50,0,住宅,25000平方米,1栋,市政供水,自供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,1,115个,移动、电信、联通,0.0,0.0,1.0,2.0,1.0,0,3.0,1.0,3.0,26.0,1.0,166.54
同城印象,18.0,2.0,5.0,10.0,5.0,7.5,8.082,1.471,1.016,2474户,塔楼,7.0,1.45,1.80元/平米·月,住宅,380000平方米,46栋,市供水,自供暖,市供电,天然气,监控、保安,保洁人员,1,车位配比率60% 只售不租,宽带入户,0.0,0.0,2.0,4.0,1.0,0,1.0,1.0,7.0,2.0,1.0,166.532
金色蓝庭,26.0,61.0,5.0,10.0,10.0,10.0,8.668,1.22,1.043,915户,塔楼,6.0,3.00,2.60元/平米·月,住宅,120000平方米,6栋,自来水,家用空调供暖,一户一表,管道煤气,电子监控,卫生费、垃圾费,1,约800个,电信、移动、联通等设备,7.0,1.0,1.0,2.0,3.0,0,1.0,1.0,3.0,1.0,1.0,166.513
九月庭院,0.0,0.0,0.0,0.0,0.0,0.0,9.564,1.043,1.036,1010户,板楼,10.72,2.70,1.70元/平米·月,住宅,150000平方米,10栋,杭州市水业集团有限公司,外墙保温系统,杭州市电力局,管道天然气,电子监控、高级防盗门可视对讲、电子巡更、电子监控等三重安防系统物业保安,卫生费、垃圾费,1,总数,宽带入户,0.0,0.0,3.0,6.0,2.0,0,1.0,1.0,6.0,2.0,1.0,166.254
青年公寓,0.0,0.0,5.0,7.5,10.0,10.0,0.0,1.995,0.98,0,板楼,2.0,0,0.50元/平米·月,住宅,0,0,杭州市水业集团有限公司,无,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,1,有地面停车位,移动、联通、电信等,10.0,0.0,2.0,2.0,1.0,0,1.0,1.0,2.0,1.0,1.0,166.15
蓝色钱江,0.0,1.0,2.5,5.0,5.0,10.0,2.558,1.006,1.135,1244户,板塔结合,6.0,3.52,4.50元/平米·月,住宅,300000平方米,11栋,市政供水,自供暖,国家电网,杭州天燃气,小区保安,物业卫生服务,1,车位配比1,移动、联通,1.0,1.0,1.0,6.0,1.0,0,1.0,1.0,4.0,2.0,1.0,166.143
胜利新村,0.0,0.0,5.0,5.0,5.0,10.0,6.822,1.31,1.04,882户,板楼,5.6,1.70,0.50元/平米·月,住宅,112000平方米,19栋,自来水,自供暖,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,0,大约有200个停车位,电信、移动、联通等设备,5.0,1.0,2.0,1.0,1.0,0,3.0,1.0,6.0,1.0,1.0,166.122
外东山弄,0.0,0.0,5.0,7.5,10.0,7.5,9.608,1.117,1.019,1617户,板塔结合,7.0,1.40,0.50元/平米·月,住宅,12000平方米,49栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,电子监控,卫生费、垃圾费,0,地面停车位,移动宽带等,4.0,0.0,1.0,3.0,1.0,0,1.0,1.0,6.0,4.0,1.0,166.063
羊血弄,11.0,14.0,5.0,7.5,10.0,10.0,0.99,1.281,1.042,314户,板楼,4.0,1.80,0,住宅,0,11栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,0,移动、联通、电信等,4.0,1.0,2.0,3.0,2.0,0,2.0,2.0,2.0,1.0,1.0,165.93
蓝色港湾,0.0,0.0,2.5,5.0,5.0,7.5,6.044,1.854,1.356,1160户,板塔结合,6.0,1.95,1.20元/,住宅,80000平方米,9栋,0,0,0,0,0,0,0,406个,0,1.0,0.0,2.0,5.0,0.0,0,2.0,1.0,2.0,0.0,1.0,165.924
钱塘玫瑰湾,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.69,1.06,483户,板塔结合,6.0,2.20,2.25元/平方米·月,住宅,64181平方米,5栋,自来水,自供暖,民用电,天然气,监控,卫生费,1,共434个停车位,移动网络覆盖,0.0,0.0,2.0,6.0,1.0,0,3.0,1.0,4.0,1.0,1.0,165.8
文萃苑,0.0,0.0,5.0,7.5,7.5,7.5,7.27,1.07,1.086,816户,板塔结合,6.0,1.80,1.50元/平米·月,住宅,100000平方米,17栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,1,有237个停车位,移动、联通、电信等,4.0,1.0,2.0,3.0,3.0,0,1.0,1.0,4.0,1.0,1.0,165.76
浙大宿舍,7.0,5.0,2.5,7.5,5.0,10.0,5.746,1.795,0.803,120户,板楼,7.0,1.78,0,住宅,0,3栋,杭州市水业集团有限公司,自供暖,国家电网,无,值班保安,垃圾清运,1,0,移动、联通、电信等,3.0,0.0,2.0,3.0,1.0,0,3.0,1.0,3.0,2.0,1.0,165.741
潮都华庭,0.0,0.0,0.0,0.0,0.0,0.0,7.49,1.277,1.095,406户,板塔结合,7.0,1.49,1.00元/平米·月,住宅,62066平方米,21栋,自来水,自供暖,市供电,燃气,监控、保安,0,1,175个地下车位,电信、移动、联通等设备,0.0,0.0,4.0,5.0,0.0,0,4.0,1.0,1.0,2.0,1.0,165.685
都市水乡,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.262,1.004,9536户,板楼,5.0,2.10,0.80元/平米·月,住宅,1300000平方米,168栋,杭州市水业集团有限公司,自供暖,国家电网,管道天然气,小区安保,保洁人员,1,地下1800个,宽带入户,0.0,0.0,3.0,3.0,2.0,0,6.0,1.0,1.0,1.0,1.0,165.68
近江九园,20.0,10.0,0.0,0.0,0.0,0.0,7.964,1.148,1.107,870户,板楼,5.6,1.70,0.35元/平米·月,住宅,9874平方米,14栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道然气、2.4元/立方,电子监控、小区保安,卫生费、垃圾费,1,地上车位租价100元/月,宽带入户,3.0,1.0,4.0,3.0,1.0,0,3.0,2.0,4.0,1.0,1.0,165.649
裕兴苑,0.0,0.0,2.5,2.5,5.0,10.0,0.0,1.282,0.971,534户,板楼,6.0,1.70,0.50元/平米·月,住宅,19874平方米,12栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,电子监控,卫生费、垃圾费,0,地面停车位,移动宽带等,5.0,0.0,2.0,3.0,3.0,0,3.0,4.0,3.0,1.0,1.0,165.385
四季风景,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.258,1.052,1186户,板楼,6.0,3.30,1.40元/平米·月,住宅,98633平方米,9栋,市供水,自供暖,市供电,管道燃气 罐装燃气,电子监控、高级防盗门,垃圾清运,1,483个车位,宽带入户,3.0,0.0,3.0,4.0,3.0,0,3.0,1.0,6.0,4.0,1.0,165.36
世贸丽晶城宝石苑,1.0,0.0,2.5,7.5,5.0,7.5,0.99,1.488,0.99,284户,塔楼,7.0,2.30,6.80元/平米·月,住宅,0,1栋,市供水,自供暖,市政供电,0,0,0,0,地下车库,移动、联通、电信等,8.0,0.0,2.0,3.0,1.0,0,1.0,1.0,2.0,4.0,1.0,165.22
横燕子弄,0.0,0.0,5.0,7.5,5.0,10.0,8.79,1.086,1.07,937户,板楼,6.0,4.00,0,住宅,3254平方米,17栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,80个,移动、联通、电信等,3.0,1.0,1.0,3.0,1.0,0,3.0,1.0,4.0,0.0,1.0,165.2
思敬里,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.288,0.951,102户,板楼,6.0,1.00,1.10元/平米·月,住宅,500平方米,1栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,值班保安,垃圾清运,0,100个,移动、联通、电信等,8.0,1.0,2.0,2.0,2.0,0,2.0,1.0,3.0,1.0,1.0,165.145
劳工弄,0.0,0.0,2.5,7.5,5.0,7.5,5.434,1.156,0.972,117户,板楼,7.0,1.20,0,住宅,76820平方米,3栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,0,移动、联通、电信等,5.0,1.0,2.0,4.0,1.0,0,1.0,1.0,2.0,1.0,1.0,165.074
